setup_id,trigger_date,target_ticker,horizon_days,pnl_per_share,option_type,strike_price,entry_premium,exit_value,pnl_dollars,pnl_pct,skipped_reason,Underlying_Exit_Price,Return_Underlying
S0004,2019-07-25,QQQ US Equity,1,1.2745331463919531,call,193.3,0.7154668536080274,1.9899999999999807,127.45,178.1401,None,195.29,0.010294878427314953
S0004,2019-07-25,QQQ US Equity,3,0.08077505841944554,call,193.3,1.2392249415805476,1.3199999999999932,8.08,6.5182,None,194.62,0.006828763579927538
S0004,2019-07-25,QQQ US Equity,10,-2.2625048477556255,call,193.3,2.2625048477556255,0.0,-226.25,-100.0,None,180.73,-0.06502845318158314
S0004,2019-07-25,QQQ US Equity,21,-3.2786810138906746,call,193.3,3.2786810138906746,0.0,-327.87,-100.0,None,182.55,-0.055613036730470765
S0004,2019-07-26,QQQ US Equity,1,-0.5180384721897945,call,195.29,0.5180384721897945,0.0,-51.8,-100.0,None,194.62,-0.003430795227610157
S0004,2019-07-26,QQQ US Equity,3,-0.8972689541080809,call,195.29,0.8972689541080809,0.0,-89.73,-100.0,None,194.62,-0.003430795227610157
S0004,2019-07-26,QQQ US Equity,10,-1.6381814877135452,call,195.29,1.6381814877135452,0.0,-163.82,-100.0,None,180.73,-0.07455578882687287
S0004,2019-07-26,QQQ US Equity,21,-2.3739505117090087,call,195.29,2.3739505117090087,0.0,-237.4,-100.0,None,185.48,-0.05023298684008399
S0004,2019-08-29,QQQ US Equity,1,-0.7658465364000381,call,187.92,0.7658465364000381,0.0,-76.58,-100.0,None,187.47,-0.00239463601532561
S0004,2019-08-29,QQQ US Equity,3,-1.3264851118455137,call,187.92,1.3264851118455137,0.0,-132.65,-100.0,None,187.47,-0.00239463601532561
S0004,2019-08-29,QQQ US Equity,10,0.8481806068248399,call,187.92,2.4218193931751704,3.2700000000000102,84.82,35.0225,None,191.19,0.017401021711366593
S0004,2019-08-29,QQQ US Equity,21,1.4104502762270883,call,187.92,3.5095497237729276,4.920000000000016,141.05,40.1889,None,192.84,0.026181353767560752
S0004,2020-10-22,QQQ US Equity,1,-1.3620227211371043,call,284.18,1.9220227211371066,0.5600000000000023,-136.2,-70.864,None,284.74,0.0019705820254768184
S0004,2020-10-22,QQQ US Equity,3,-3.3290410063112565,call,284.18,3.3290410063112565,0.0,-332.9,-100.0,None,280.47,-0.013055105918783796
S0004,2020-10-22,QQQ US Equity,10,-6.077969513387911,call,284.18,6.077969513387911,0.0,-607.8,-100.0,None,269.98,-0.04996832993173337
S0004,2020-10-22,QQQ US Equity,21,-4.587814607035819,call,284.18,8.80781460703579,4.21999999999997,-458.78,-52.088,None,288.4,0.014849743120557288
S0004,2020-10-26,QQQ US Equity,1,0.07891364389330269,call,280.47,2.111086356106695,2.1899999999999977,7.89,3.7381,None,282.66,0.007808321745641236
S0004,2020-10-26,QQQ US Equity,3,-3.6565088279422397,call,280.47,3.6565088279422397,0.0,-365.65,-100.0,None,276.39,-0.014547010375441368
S0004,2020-10-26,QQQ US Equity,10,7.244158777397489,call,280.47,6.67584122260247,13.919999999999959,724.42,108.513,None,294.39,0.04963097657503461
S0004,2020-10-26,QQQ US Equity,21,3.0557869745525323,call,280.47,9.674213025447429,12.729999999999961,305.58,31.5869,None,293.2,0.04538809854886426
S0004,2020-10-28,QQQ US Equity,1,2.300481825508375,call,271.64,2.449518174491625,4.75,230.05,93.9157,None,276.39,0.017486379031070535
S0004,2020-10-28,QQQ US Equity,3,-4.242689932282862,call,271.64,4.242689932282862,0.0,-424.27,-100.0,None,269.98,-0.006111029303489796
S0004,2020-10-28,QQQ US Equity,10,9.203943398628692,call,271.64,7.746056601371297,16.94999999999999,920.39,118.821,None,288.59,0.062398763068767446
S0004,2020-10-28,QQQ US Equity,21,7.244897549222108,call,271.64,11.22510245077792,18.470000000000027,724.49,64.5419,None,290.11,0.06799440435871017
S0004,2020-11-30,QQQ US Equity,1,2.4165368457512577,call,299.62,1.4234631542487173,3.839999999999975,241.65,169.7646,None,303.46,0.012816233896268523
S0004,2020-11-30,QQQ US Equity,3,2.194489494138936,call,299.62,2.4655105058610323,4.659999999999968,219.45,89.0075,None,304.28,0.015553033842867527
S0004,2020-11-30,QQQ US Equity,10,-1.601385732753557,call,299.62,4.501385732753534,2.8999999999999773,-160.14,-35.5754,None,302.52,0.009678926640411112
S0004,2020-11-30,QQQ US Equity,21,2.776872346674664,call,299.62,6.523127653325347,9.300000000000011,277.69,42.5696,None,308.92,0.03103931646752557
S0004,2020-12-25,QQQ US Equity,1,1.7176472359579356,call,309.56,1.402352764042069,3.1200000000000045,171.76,122.4832,None,312.68,0.01007882155317226
S0004,2020-12-25,QQQ US Equity,3,0.6910537625444917,call,309.56,2.428946237455513,3.1200000000000045,69.11,28.4508,None,312.68,0.01007882155317226
S0004,2020-12-25,QQQ US Equity,10,-4.434628817405613,call,309.56,4.434628817405613,0.0,-443.46,-100.0,None,309.31,-0.0008075978808631606
S0004,2020-12-25,QQQ US Equity,21,-4.126387692253315,call,309.56,6.426387692253327,2.3000000000000114,-412.64,-64.2101,None,311.86,0.007429900503941114
S0004,2020-12-28,QQQ US Equity,1,-1.09244350753479,call,312.68,1.3724435075347627,0.2799999999999727,-109.24,-79.5984,None,312.96,0.0008954842011000791
S0004,2020-12-28,QQQ US Equity,3,-1.3171418855682462,call,312.68,2.3771418855682485,1.0600000000000023,-131.71,-55.4086,None,313.74,0.0033900473327363513
S0004,2020-12-28,QQQ US Equity,10,-2.040047443720302,call,312.68,4.340047443720313,2.3000000000000114,-204.0,-47.0052,None,314.98,0.007355763080465688
S0004,2020-12-28,QQQ US Equity,21,-6.289326260328746,call,312.68,6.289326260328746,0.0,-628.93,-100.0,None,311.86,-0.0026224894460790365
S0004,2021-01-27,QQQ US Equity,1,-0.4263207389404582,call,319.43,2.3163207389404445,1.8899999999999864,-42.63,-18.4051,None,321.32,0.005916789280906572
S0004,2021-01-27,QQQ US Equity,3,-1.021985206470326,call,319.43,4.011985206470335,2.990000000000009,-102.2,-25.4733,None,322.42,0.009360423253921075
S0004,2021-01-27,QQQ US Equity,10,6.825150673463897,call,319.43,7.32484932653608,14.149999999999977,682.52,93.178,None,333.58,0.04429765519832194
S0004,2021-01-27,QQQ US Equity,21,3.885284880009369,call,319.43,10.614715119990631,14.5,388.53,36.6028,None,333.93,0.04539335691700842
S0004,2021-11-09,QQQ US Equity,1,-1.5555301927505027,call,395.32,1.5555301927505027,0.0,-155.55,-100.0,None,389.51,-0.01469695436608318
S0004,2021-11-09,QQQ US Equity,3,-2.6942573265512797,call,395.32,2.6942573265512797,0.0,-269.43,-100.0,None,394.7,-0.0015683496913892658
S0004,2021-11-09,QQQ US Equity,10,3.7509816217476875,call,395.32,4.9190183782523285,8.670000000000016,375.1,76.2547,None,403.99,0.02193159971668526
S0004,2021-11-09,QQQ US Equity,21,-7.128334854068426,call,395.32,7.128334854068426,0.0,-712.83,-100.0,None,393.82,-0.0037943944146514217
S0004,2021-11-12,QQQ US Equity,1,-1.3391888082151144,call,394.7,1.3391888082151144,0.0,-133.92,-100.0,None,394.61,-0.00022802128198625535
S0004,2021-11-12,QQQ US Equity,3,-2.3195430567561917,call,394.7,2.3195430567561917,0.0,-231.95,-100.0,None,394.61,-0.00022802128198625535
S0004,2021-11-12,QQQ US Equity,10,0.36511314903385017,call,394.7,4.234886850966173,4.600000000000023,36.51,8.6216,None,399.3,0.011654421079300793
S0004,2021-11-12,QQQ US Equity,21,-6.136934083483461,call,394.7,6.136934083483461,0.0,-613.69,-100.0,None,383.13,-0.02931340258424118
S0004,2022-02-18,QQQ US Equity,1,-1.8236939687386848,call,341.51,1.8236939687386848,0.0,-182.37,-100.0,None,341.51,0.0
S0004,2022-02-18,QQQ US Equity,3,-3.1587306113123303,call,341.51,3.1587306113123303,0.0,-315.87,-100.0,None,341.51,0.0
S0004,2022-02-18,QQQ US Equity,10,-0.47702669632613404,call,341.51,5.7670266963261545,5.2900000000000205,-47.7,-8.2716,None,346.8,0.015490029574536678
S0004,2022-02-18,QQQ US Equity,21,-8.357215656179452,call,341.51,8.357215656179452,0.0,-835.72,-100.0,None,324.4,-0.05010102193200789
S0004,2022-04-12,QQQ US Equity,1,4.615893940676338,call,339.45,2.2841060593236953,6.900000000000034,461.59,202.0875,None,346.35,0.020326999558108808
S0004,2022-04-12,QQQ US Equity,3,-3.956187744624572,call,339.45,3.956187744624572,0.0,-395.62,-100.0,None,338.43,-0.003004860804242103
S0004,2022-04-12,QQQ US Equity,10,-7.222977564854552,call,339.45,7.222977564854552,0.0,-722.3,-100.0,None,325.4,-0.041390484607453266
S0004,2022-04-12,QQQ US Equity,21,-10.467088912158127,call,339.45,10.467088912158127,0.0,-1046.71,-100.0,None,318.82,-0.060774782736780074
S0004,2022-04-28,QQQ US Equity,1,-2.7164695603486497,call,328.01,2.7164695603486497,0.0,-271.65,-100.0,None,313.25,-0.044998628090606965
S0004,2022-04-28,QQQ US Equity,3,-4.705063295738152,call,328.01,4.705063295738152,0.0,-470.51,-100.0,None,318.48,-0.029053992256333566
S0004,2022-04-28,QQQ US Equity,10,-8.590231005217955,call,328.01,8.590231005217955,0.0,-859.02,-100.0,None,297.15,-0.09408249748483283
S0004,2022-04-28,QQQ US Equity,21,-12.448427383341098,call,328.01,12.448427383341098,0.0,-1244.84,-100.0,None,289.58,-0.11716106216273897
S0004,2022-05-17,QQQ US Equity,1,-2.3777606863749523,call,306.17,2.3777606863749523,0.0,-237.78,-100.0,None,291.14,-0.04909037462847447
S0004,2022-05-17,QQQ US Equity,3,-4.118402317041264,call,306.17,4.118402317041264,0.0,-411.84,-100.0,None,288.68,-0.0571251265636738
S0004,2022-05-17,QQQ US Equity,10,-4.589139499750137,call,306.17,7.5191394997501435,2.930000000000007,-458.91,-61.0328,None,309.1,0.009569846817127761
S0004,2022-05-17,QQQ US Equity,21,-7.196268329803383,call,306.17,10.896268329803371,3.6999999999999886,-719.63,-66.0434,None,309.87,0.012084789496031579
S0004,2022-05-18,QQQ US Equity,1,-3.2276229236913503,call,291.14,3.2276229236913503,0.0,-322.76,-100.0,None,289.58,-0.0053582468915298566
S0004,2022-05-18,QQQ US Equity,3,-3.2504068915073923,call,291.14,5.590406891507424,2.340000000000032,-325.04,-58.1426,None,293.48,0.008037370337294882
S0004,2022-05-18,QQQ US Equity,10,7.753360132963531,call,291.14,10.206639867036506,17.960000000000036,775.34,75.9639,None,309.1,0.06168853472556171
S0004,2022-05-18,QQQ US Equity,21,1.7091736374097124,call,291.14,14.790826362590288,16.5,170.92,11.5556,None,307.64,0.0566737651988734
S0004,2022-06-02,QQQ US Equity,1,-2.01092501177256,call,314.38,2.01092501177256,0.0,-201.09,-100.0,None,306.2,-0.026019466887206587
S0004,2022-06-02,QQQ US Equity,3,-3.483024290601117,call,314.38,3.483024290601117,0.0,-348.3,-100.0,None,307.22,-0.022774985686112248
S0004,2022-06-02,QQQ US Equity,10,-6.3591032410022015,call,314.38,6.3591032410022015,0.0,-635.91,-100.0,None,275.41,-0.12395826706533486
S0004,2022-06-02,QQQ US Equity,21,-9.21521608332772,call,314.38,9.21521608332772,0.0,-921.52,-100.0,None,284.85,-0.09393091163560015
S0004,2022-06-07,QQQ US Equity,1,-1.9671148111467545,call,309.87,1.9671148111467545,0.0,-196.71,-100.0,None,307.64,-0.0071965663019976705
S0004,2022-06-07,QQQ US Equity,3,-3.4071427972274355,call,309.87,3.4071427972274355,0.0,-340.71,-100.0,None,288.84,-0.06786717010359192
S0004,2022-06-07,QQQ US Equity,10,-6.220563222275722,call,309.87,6.220563222275722,0.0,-622.06,-100.0,None,274.69,-0.11353148094362153
S0004,2022-06-07,QQQ US Equity,21,-9.014452522748764,call,309.87,9.014452522748764,0.0,-901.45,-100.0,None,283.54,-0.08497111691999866
S0004,2022-06-08,QQQ US Equity,1,-2.009208051487029,call,307.64,2.009208051487029,0.0,-200.92,-100.0,None,299.4,-0.026784553374073622
S0004,2022-06-08,QQQ US Equity,3,-3.4800504281519986,call,307.64,3.4800504281519986,0.0,-348.01,-100.0,None,275.41,-0.10476531010271734
S0004,2022-06-08,QQQ US Equity,10,-6.35367373584787,call,307.64,6.35367373584787,0.0,-635.37,-100.0,None,274.69,-0.10710570797035493
S0004,2022-06-08,QQQ US Equity,21,-9.20734798285404,call,307.64,9.20734798285404,0.0,-920.73,-100.0,None,283.8,-0.07749317383955265
S0004,2022-06-09,QQQ US Equity,1,-2.219043951504193,call,299.4,2.219043951504193,0.0,-221.9,-100.0,None,288.84,-0.03527054108216434
S0004,2022-06-09,QQQ US Equity,3,-3.8434968682336703,call,299.4,3.8434968682336703,0.0,-384.35,-100.0,None,275.41,-0.08012692050768187
S0004,2022-06-09,QQQ US Equity,10,-7.017233114773474,call,299.4,7.017233114773474,0.0,-701.72,-100.0,None,274.69,-0.08253173012692044
S0004,2022-06-09,QQQ US Equity,21,-10.16893687820188,call,299.4,10.16893687820188,0.0,-1016.89,-100.0,None,280.28,-0.0638610554442218
S0004,2022-06-10,QQQ US Equity,1,-2.2849105594440555,call,288.84,2.2849105594440555,0.0,-228.49,-100.0,None,275.41,-0.046496330148178756
S0004,2022-06-10,QQQ US Equity,3,-3.9575811797077316,call,288.84,3.9575811797077316,0.0,-395.76,-100.0,None,275.41,-0.046496330148178756
S0004,2022-06-10,QQQ US Equity,10,-7.22552161761277,call,288.84,7.22552161761277,0.0,-722.55,-100.0,None,274.69,-0.048989059687023884
S0004,2022-06-10,QQQ US Equity,21,-10.47077559485628,call,288.84,10.47077559485628,0.0,-1047.08,-100.0,None,282.13,-0.02323085445229186
S0004,2022-06-15,QQQ US Equity,1,-2.9070956198685005,call,282.8,2.9070956198685005,0.0,-290.71,-100.0,None,271.39,-0.04034653465346543
S0004,2022-06-15,QQQ US Equity,3,-5.035237316073183,call,282.8,5.035237316073183,0.0,-503.52,-100.0,None,274.69,-0.028677510608203723
S0004,2022-06-15,QQQ US Equity,10,0.4569564653164697,call,282.8,9.193043534683508,9.649999999999977,45.7,4.9707,None,292.45,0.03412305516265904
S0004,2022-06-15,QQQ US Equity,21,-7.3219857305219715,call,282.8,13.321985730521972,6.0,-732.2,-54.9617,None,288.8,0.021216407355021217
S0004,2022-06-16,QQQ US Equity,1,0.4253230249509068,call,271.39,2.8746769750491046,3.3000000000000114,42.53,14.7955,None,274.69,0.012159622683223448
S0004,2022-06-16,QQQ US Equity,3,-1.6790865761334475,call,271.39,4.979086576133459,3.3000000000000114,-167.91,-33.7228,None,274.69,0.012159622683223448
S0004,2022-06-16,QQQ US Equity,10,11.969473221601804,call,271.39,9.090526778398198,21.060000000000002,1196.95,131.6697,None,292.45,0.07760050112384392
S0004,2022-06-16,QQQ US Equity,21,10.41657516329083,call,271.39,13.173424836709202,23.590000000000032,1041.66,79.0726,None,294.98,0.08692287851431531
S0004,2022-06-17,QQQ US Equity,1,-1.4657940864744752,call,274.69,1.4657940864744752,0.0,-146.58,-100.0,None,274.69,0.0
