setup_id,target_ticker,feature_conditions,support,entry_direction,dominant_signal_type,first_trigger_date,last_trigger_date,sharpe_1d,sortino_1d,calmar_1d,sharpe_3d,sortino_3d,calmar_3d,sharpe_10d,sortino_10d,calmar_10d,sharpe_21d,sortino_21d,calmar_21d,avg_underlying_entry_px_1d,avg_underlying_exit_px_1d,avg_option_pnl_dollars_1d,avg_underlying_entry_px_3d,avg_underlying_exit_px_3d,avg_option_pnl_dollars_3d,avg_underlying_entry_px_10d,avg_underlying_exit_px_10d,avg_option_pnl_dollars_10d,avg_underlying_entry_px_21d,avg_underlying_exit_px_21d,avg_option_pnl_dollars_21d,fitness,setup_duration_days,avg_trigger_frequency_per_day
S0278,XLK US Equity,"[""corr_delta_NVDA US Equity:PX_LAST_SPCSUSA Index:PX_LAST z-score < -1.5"", ""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""corr_LLY US Equity:PX_LAST_XLK US Equity:PX_LAST_60d z-score > 1.5""]",8,long,correlation_delta,2019-12-03,2019-12-12,15.022831718993341,,446.11658657515665,29.738963219342747,,,140.64487570532773,,,0.0,,,87.3375,87.7575,17.780981474416272,87.3375,88.64375,73.71713726071604,87.3375,90.92875000000001,213.85464221937394,87.3375,93.11375000000001,309.16470410297813,210.49843275049835,9,0.8888888888888888
S0278,XLF US Equity,"[""corr_delta_NVDA US Equity:PX_LAST_SPCSUSA Index:PX_LAST z-score < -1.5"", ""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""corr_LLY US Equity:PX_LAST_XLK US Equity:PX_LAST_60d z-score > 1.5""]",8,long,correlation_delta,2019-12-03,2019-12-12,9.59020963374004,106.79172176618984,560.3183346719243,22.89915403385199,,5950.928568134871,20.683654546623977,,,0.0,,37521.176620182225,30.165,30.31125,7.72365672906141,30.165,30.558750000000003,21.508864040607996,30.165,30.75625,27.293918661131304,30.165,30.77625,16.303523017312695,210.49843275049835,9,0.8888888888888888
S0278,XLE US Equity,"[""corr_delta_NVDA US Equity:PX_LAST_SPCSUSA Index:PX_LAST z-score < -1.5"", ""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""corr_LLY US Equity:PX_LAST_XLK US Equity:PX_LAST_60d z-score > 1.5""]",8,long,correlation_delta,2019-12-03,2019-12-12,7.1948719322213135,26.27076090809616,317.5210030235561,25.186822376540352,,49482.91951216243,55.31306059629974,,,0.0,23.304634650456897,2788.7926433137527,59.38375,59.67125,14.068718971823499,59.38375,60.27125,32.994197402905016,59.38375,61.64125,90.97780459752785,59.38375,60.28375,43.34511985933891,210.49843275049835,9,0.8888888888888888
S0278,ARKK US Equity,"[""corr_delta_NVDA US Equity:PX_LAST_SPCSUSA Index:PX_LAST z-score < -1.5"", ""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""corr_LLY US Equity:PX_LAST_XLK US Equity:PX_LAST_60d z-score > 1.5""]",8,long,correlation_delta,2019-12-03,2019-12-12,-0.5108277104745087,0.5093533913693369,0.649718620039999,8.330074276271429,23.17656872649484,325.42080979591293,49.12000386121383,,,0.0,,,49.1725,49.17375,-8.354110578980892,49.1725,49.45625,-15.816531492161054,49.1725,51.19375,46.441679012902725,49.1725,51.11875,59.561732635973556,210.49843275049835,9,0.8888888888888888
S0278,VIX Index,"[""corr_delta_NVDA US Equity:PX_LAST_SPCSUSA Index:PX_LAST z-score < -1.5"", ""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""corr_LLY US Equity:PX_LAST_XLK US Equity:PX_LAST_60d z-score > 1.5""]",8,long,correlation_delta,2019-12-03,2019-12-12,-5.605624321003492,-13.772568087617854,-4.907128057139532,-8.038858386070832,-28.121405117236883,-2.0222536563573765,-47.342495584776046,-47.342495584776046,-1.4952108615595294,0.0,-37.80654937037496,-1.8694055466343562,14.92125,14.504999999999999,-42.51354647830307,14.92125,13.89375,-28.88562251036185,14.92125,12.559999999999999,-134.4396382828679,14.92125,13.307500000000001,-194.8215447978471,210.49843275049835,9,0.8888888888888888
S0278,GLD US Equity,"[""corr_delta_NVDA US Equity:PX_LAST_SPCSUSA Index:PX_LAST z-score < -1.5"", ""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""corr_LLY US Equity:PX_LAST_XLK US Equity:PX_LAST_60d z-score > 1.5""]",8,long,correlation_delta,2019-12-03,2019-12-12,0.059569899604249105,-0.1548750821508315,-1.321222762215695,0.5507856372273621,0.8705589291369142,0.9421355886831058,18.69696864970344,,,0.0,,,138.44375000000002,138.43625,-5.814447697313568,138.44375000000002,138.4525,-20.86321442270497,138.44375000000002,140.225,-10.774978393725512,138.44375000000002,145.98375,257.4991730813256,210.49843275049835,9,0.8888888888888888
S0278,NBIS US Equity,"[""corr_delta_NVDA US Equity:PX_LAST_SPCSUSA Index:PX_LAST z-score < -1.5"", ""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""corr_LLY US Equity:PX_LAST_XLK US Equity:PX_LAST_60d z-score > 1.5""]",8,long,correlation_delta,2019-12-03,2019-12-12,8.659035800950342,169.80767126675133,1407.949285447579,14.12158436634228,318.9119457200486,75513.91043380903,51.220374175521755,,,0.0,,,40.711875,41.041875,15.116188193641925,40.711875,41.55875,48.26599906919,40.711875,43.05375,161.57911665500373,40.711875,43.676874999999995,185.4468366658061,210.49843275049835,9,0.8888888888888888
S0278,LLY US Equity,"[""corr_delta_NVDA US Equity:PX_LAST_SPCSUSA Index:PX_LAST z-score < -1.5"", ""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""corr_LLY US Equity:PX_LAST_XLK US Equity:PX_LAST_60d z-score > 1.5""]",8,long,correlation_delta,2019-12-03,2019-12-12,15.407440763194007,296.5997492581697,1294.9597350101162,33.90688249298233,,,115.39483252038556,,,0.0,,,119.8825,120.3725,-8.151899698540998,119.8825,121.59,11.380196501429626,119.8825,130.325,538.1283655727511,119.8825,133.47625,907.6567523769968,210.49843275049835,9,0.8888888888888888
S0278,TSLA US Equity,"[""corr_delta_NVDA US Equity:PX_LAST_SPCSUSA Index:PX_LAST z-score < -1.5"", ""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""corr_LLY US Equity:PX_LAST_XLK US Equity:PX_LAST_60d z-score > 1.5""]",8,long,correlation_delta,2019-12-03,2019-12-12,9.487509795667577,42.273556910009894,812.5665259789225,28.08105848797927,,,94.53910486352588,,,0.0,,,22.802,22.986925000000003,4.729363478368417,22.802,23.796,31.86360093107755,22.802,27.353575,262.28903562930856,22.802,30.531924999999998,471.30741557424005,210.49843275049835,9,0.8888888888888888
S0278,AAPL US Equity,"[""corr_delta_NVDA US Equity:PX_LAST_SPCSUSA Index:PX_LAST z-score < -1.5"", ""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""corr_LLY US Equity:PX_LAST_XLK US Equity:PX_LAST_60d z-score > 1.5""]",8,long,correlation_delta,2019-12-03,2019-12-12,12.244889854972447,,383.15652772000186,28.306414971749284,,,64.78012234953327,,,0.0,,,66.7221875,67.21281249999998,29.55553360262209,66.7221875,68.2425,88.07396634605882,66.7221875,70.68937500000001,206.5165799062978,66.7221875,75.3990625,457.30171901792323,210.49843275049835,9,0.8888888888888888
S0278,NVDA US Equity,"[""corr_delta_NVDA US Equity:PX_LAST_SPCSUSA Index:PX_LAST z-score < -1.5"", ""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""corr_LLY US Equity:PX_LAST_XLK US Equity:PX_LAST_60d z-score > 1.5""]",8,long,correlation_delta,2019-12-03,2019-12-12,14.289657501479445,74.29278431779237,3035.661352051153,35.202212962591425,,,80.5081021218021,,,0.0,,,5.3298625,5.3809000000000005,1.5596520812811652,5.3298625,5.4911625,6.056330270982238,5.3298625,5.899649999999999,33.59028738189619,5.3298625,5.987487499999999,42.22679128958345,210.49843275049835,9,0.8888888888888888
S0335,XLK US Equity,"[""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""zscore_IVOL_SIGMA_30d__AAPL US Equity_IN_HIGH_VOL > 80th percentile"", ""corr_delta_INJCJC Index:PX_LAST_JOBS US Equity:PX_LAST < 20th percentile""]",10,long,correlation_delta,2020-06-11,2020-06-25,2.1728870126487982,2.865854666576215,19.6293163601652,8.923497767599768,11.147402174936376,416.9112703203384,32.015278071036654,,,34.783329831878994,,,102.023,102.19899999999998,-12.46234649449978,102.023,103.09599999999998,-57.296030198836036,102.023,105.112,-7.132465160819581,102.023,107.124,132.04361514130565,165.1946471782719,14,0.7142857142857143
S0335,XLF US Equity,"[""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""zscore_IVOL_SIGMA_30d__AAPL US Equity_IN_HIGH_VOL > 80th percentile"", ""corr_delta_INJCJC Index:PX_LAST_JOBS US Equity:PX_LAST < 20th percentile""]",10,long,correlation_delta,2020-06-11,2020-06-25,-0.4384541750449312,-0.8779010198875452,-3.9581251891710405,-3.8780293756084934,-6.282360799869478,-6.222907756854278,-18.732233359078446,-35.322379913998574,-3.3608657970956455,5.8805682298207,19.866693611574888,153.21496109018244,23.807,23.779000000000003,-5.729152278799431,23.807,23.65,-27.50009736741934,23.807,23.024,-69.23816814598092,23.807,24.017,-91.44063649473212,165.1946471782719,14,0.7142857142857143
S0335,QQQ US Equity,"[""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""zscore_IVOL_SIGMA_30d__AAPL US Equity_IN_HIGH_VOL > 80th percentile"", ""corr_delta_INJCJC Index:PX_LAST_JOBS US Equity:PX_LAST < 20th percentile""]",10,long,correlation_delta,2020-06-11,2020-06-25,2.62563344526259,2.090192432175968,14.29758137535936,8.06117422753664,8.417510994538436,235.72099222638568,31.868093388156122,,,47.918844435960615,,,242.47200000000004,242.842,-36.210204849196394,242.47200000000004,244.72600000000003,-91.27311492516883,242.47200000000004,251.654,117.02828646938042,242.47200000000004,260.482,850.461805774417,165.1946471782719,14,0.7142857142857143
S0335,NVDA US Equity,"[""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""zscore_IVOL_SIGMA_30d__AAPL US Equity_IN_HIGH_VOL > 80th percentile"", ""corr_delta_INJCJC Index:PX_LAST_JOBS US Equity:PX_LAST < 20th percentile""]",10,long,correlation_delta,2020-06-11,2020-06-25,1.1620660210754652,1.650258540255791,8.790519874341856,8.663598466483801,11.00801766082667,357.31081332303745,23.80065965123365,,,54.87495994479558,,,9.21274,9.222059999999999,-2.992173211025007,9.21274,9.31034,-3.701881634068618,9.21274,9.69212,-1.4691826264914778,9.21274,10.25637,41.969946962899456,165.1946471782719,14,0.7142857142857143
S0335,SPY US Equity,"[""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""zscore_IVOL_SIGMA_30d__AAPL US Equity_IN_HIGH_VOL > 80th percentile"", ""corr_delta_INJCJC Index:PX_LAST_JOBS US Equity:PX_LAST < 20th percentile""]",10,long,correlation_delta,2020-06-11,2020-06-25,-0.9156160254682435,-1.099173702778521,-3.967331930695433,1.7752014245513115,2.104277032919403,9.004671570463183,6.249668904949612,22.47236494949625,123.16074883642213,58.30739654540944,,,308.238,307.98400000000004,-57.01354094157335,308.238,308.793,-206.68002527407552,308.238,310.43600000000004,-269.6308077827417,308.238,321.142,-118.79370651989632,165.1946471782719,14,0.7142857142857143
S0335,XLE US Equity,"[""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""zscore_IVOL_SIGMA_30d__AAPL US Equity_IN_HIGH_VOL > 80th percentile"", ""corr_delta_INJCJC Index:PX_LAST_JOBS US Equity:PX_LAST < 20th percentile""]",10,long,correlation_delta,2020-06-11,2020-06-25,-2.8225511896643436,-4.805276821339226,-7.118589280551331,-6.027328215791474,-7.796714402242912,-5.674513045856719,-43.21339694998699,-43.21339694998699,-2.125990910641999,-21.872357443858665,-26.343979882132068,-2.462023077951442,39.303000000000004,39.102,-11.90697329940156,39.303000000000004,38.825,-64.39359493400084,39.303000000000004,36.783,-137.82191281259344,39.303000000000004,37.004,-206.2974073623377,165.1946471782719,14,0.7142857142857143
S0335,ARKK US Equity,"[""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""zscore_IVOL_SIGMA_30d__AAPL US Equity_IN_HIGH_VOL > 80th percentile"", ""corr_delta_INJCJC Index:PX_LAST_JOBS US Equity:PX_LAST < 20th percentile""]",10,long,correlation_delta,2020-06-11,2020-06-25,5.3277256473884655,5.525084110487936,92.21308906631259,12.116542232230193,18.678388215710424,32598.010317926233,53.131812213075605,,,54.09902257713996,,,67.30199999999999,67.71600000000001,-7.605093485085986,67.30199999999999,69.276,16.801726611322657,67.30199999999999,74.70500000000001,260.383246345137,67.30199999999999,80.35600000000001,781.6174210413898,165.1946471782719,14,0.7142857142857143
S0335,VIX Index,"[""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""zscore_IVOL_SIGMA_30d__AAPL US Equity_IN_HIGH_VOL > 80th percentile"", ""corr_delta_INJCJC Index:PX_LAST_JOBS US Equity:PX_LAST < 20th percentile""]",10,long,correlation_delta,2020-06-11,2020-06-25,-1.1803541991167301,-1.7915372211802132,-8.968152223196698,-7.82822200140556,-11.677815818298225,-6.018750888670226,-34.41662976561204,-34.41662976561204,-1.559930873321719,-52.6023633655533,-52.6023633655533,-1.1823053349374333,34.056000000000004,33.785000000000004,-50.20375599893954,34.056000000000004,32.74999999999999,-132.97029394288592,34.056000000000004,30.016999999999996,-361.9772965200469,34.056000000000004,27.151999999999997,-553.974931795072,165.1946471782719,14,0.7142857142857143
S0335,GLD US Equity,"[""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""zscore_IVOL_SIGMA_30d__AAPL US Equity_IN_HIGH_VOL > 80th percentile"", ""corr_delta_INJCJC Index:PX_LAST_JOBS US Equity:PX_LAST < 20th percentile""]",10,long,correlation_delta,2020-06-11,2020-06-25,6.54288885046222,24.683872741180373,148.30124227233975,13.285274503469406,442.3653229017644,5055.093911599094,76.74509504598369,,,66.24995880779353,,,163.76600000000002,164.075,-18.941477329318722,163.76600000000002,164.89899999999997,-26.657067122365902,163.76600000000002,167.66799999999998,68.56420574739984,163.76600000000002,172.248,225.81637036907676,165.1946471782719,14,0.7142857142857143
S0335,NBIS US Equity,"[""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""zscore_IVOL_SIGMA_30d__AAPL US Equity_IN_HIGH_VOL > 80th percentile"", ""corr_delta_INJCJC Index:PX_LAST_JOBS US Equity:PX_LAST < 20th percentile""]",10,long,correlation_delta,2020-06-11,2020-06-25,13.652287583558362,,2249.047333165556,16.765153693304477,89.7258860585109,918589.836034872,21.306869253703336,,58117508428446.734,56.312098807047384,,,45.42,46.162,40.286591096272915,45.42,47.245999999999995,74.35743609882122,45.42,50.04600000000001,253.02570783020778,45.42,54.443,421.3121159260437,165.1946471782719,14,0.7142857142857143
S0335,LLY US Equity,"[""beta_ARKK US Equity:PX_LAST_QQQ US Equity:PX_LAST_60d z-score > 1.5"", ""zscore_IVOL_SIGMA_30d__AAPL US Equity_IN_HIGH_VOL > 80th percentile"", ""corr_delta_INJCJC Index:PX_LAST_JOBS US Equity:PX_LAST < 20th percentile""]",10,long,correlation_delta,2020-06-11,2020-06-25,3.5765584813520697,27.120345493970845,436.45297477729673,11.27162027123771,80.26833517495648,1126836.604137198,18.485948941131557,,,14.884152721849476,,36503082.44332182,155.35699999999997,157.18099999999998,165.58511450358804,155.35699999999997,161.70700000000002,94.92863613326786,155.35699999999997,164.89800000000002,382.27085381008726,155.35699999999997,163.69299999999998,422.3602787994811,165.1946471782719,14,0.7142857142857143
