setup_id,trigger_date,target_ticker,horizon_days,pnl_per_share,option_type,strike_price,entry_premium,exit_value,pnl_dollars,pnl_pct,skipped_reason,Underlying_Exit_Price,Return_Underlying
S0283,2019-03-15,QQQ US Equity,1,-0.3950290007079104,call,178.35,0.49502900070790473,0.09999999999999432,-39.5,-79.7992,None,178.45,0.0005606952621250032
S0283,2019-03-15,QQQ US Equity,3,-0.7574153804461464,call,178.35,0.8574153804461407,0.09999999999999432,-75.74,-88.337,None,178.45,0.0005606952621250032
S0283,2019-03-15,QQQ US Equity,10,-1.565419150074084,call,178.35,1.565419150074084,0.0,-156.54,-100.0,None,178.22,-0.0007289038407625201
S0283,2019-03-15,QQQ US Equity,21,4.04149213305768,call,178.35,2.2685078669423215,6.310000000000002,404.15,178.1564,None,184.66,0.03537987104008972
S0283,2019-06-21,QQQ US Equity,1,-0.6563531347504025,call,188.57,0.6563531347504025,0.0,-65.64,-100.0,None,188.16,-0.0021742588959007083
S0283,2019-06-21,QQQ US Equity,3,-1.1368369770947986,call,188.57,1.1368369770947986,0.0,-113.68,-100.0,None,188.16,-0.0021742588959007083
S0283,2019-06-21,QQQ US Equity,10,-1.385570855202686,call,188.57,2.0755708552026837,0.6899999999999977,-138.56,-66.7561,None,189.26,0.0036591186296865766
S0283,2019-06-21,QQQ US Equity,21,1.952212077384739,call,188.57,3.007787922615269,4.960000000000008,195.22,64.9052,None,193.53,0.026303229569921028
S0283,2019-06-27,QQQ US Equity,1,-0.5160975312883418,call,186.5,0.7560975312883509,0.2400000000000091,-51.61,-68.2581,None,186.74,0.0012868632707775287
S0283,2019-06-27,QQQ US Equity,3,1.450400660331168,call,186.5,1.3095993396688228,2.759999999999991,145.04,110.7515,None,189.26,0.01479892761394097
S0283,2019-06-27,QQQ US Equity,10,0.8190096678983938,call,186.5,2.390990332101614,3.210000000000008,81.9,34.254,None,189.71,0.017211796246648835
